"","id","state","user_opened","employee_open","user_closed","employee_closed","days_opened","number_of_comments","days_between_first_and_last_comment","days_first_comment_after_creation","days_last_comment_before_closed","days_opened_group","days_between_first_and_last_comment_group","days_first_comment_after_creation_group","days_last_comment_before_closed_group"
"48",898,"closed","carsten-AEI","volunter","ttaylorr","employee","853",6,"848","5","0","(365,Inf]","(365,Inf]","(1,30]",NA
"49",895,"closed","jamesford42","volunter","ttaylorr","employee","854",3,"853","0","0","(365,Inf]","(365,Inf]",NA,NA
"50",893,"closed","ARaqeeb","volunter","ttaylorr","employee","813",6,"9","0","804","(365,Inf]","(1,30]",NA,"(365,Inf]"
"51",884,"closed","shuhrat","volunter","ttaylorr","employee","865",8,"865","0","0","(365,Inf]","(365,Inf]",NA,NA
"52",867,"closed","strich","volunter","ttaylorr","employee","872",6,"879","0","7","(365,Inf]","(365,Inf]",NA,"(1,30]"
"53",866,"closed","dentuzhik","volunter","ttaylorr","employee","872",4,"872","0","0","(365,Inf]","(365,Inf]",NA,NA
"54",853,"closed","pajapro","volunter","ttaylorr","employee","366",15,"805","1","440","(365,Inf]","(365,Inf]","(0,1]","(365,Inf]"
"55",852,"closed","edwinb24","volunter","ttaylorr","employee","877",5,"875","2","0","(365,Inf]","(365,Inf]","(1,30]",NA
"56",848,"closed","technoweenie","volunter","ttaylorr","employee","791",0,"null","null","null","(365,Inf]",NA,NA,NA
"57",847,"closed","technoweenie","volunter","technoweenie","volunter","433",1,"0","413","20","(365,Inf]",NA,"(365,Inf]","(1,30]"
"58",845,"closed","dluksza","volunter","ttaylorr","employee","879",5,"879","0","0","(365,Inf]","(365,Inf]",NA,NA
"59",840,"closed","technoweenie","volunter","ttaylorr","employee","881",5,"881","0","0","(365,Inf]","(365,Inf]",NA,NA
"60",839,"closed","technoweenie","volunter","ttaylorr","employee","626",0,"null","null","null","(365,Inf]",NA,NA,NA
"61",835,"closed","ve3","volunter","ttaylorr","employee","873",2,"870","2","0","(365,Inf]","(365,Inf]","(1,30]",NA
"62",834,"closed","gurugray","volunter","ttaylorr","employee","629",4,"629","0","0","(365,Inf]","(365,Inf]",NA,NA
"63",832,"closed","dangold1138","volunter","ttaylorr","employee","875",13,"875","0","0","(365,Inf]","(365,Inf]",NA,NA
"64",829,"closed","stolpeo","volunter","ttaylorr","employee","631",13,"631","0","0","(365,Inf]","(365,Inf]",NA,NA
"65",826,"closed","rBatt","volunter","ttaylorr","employee","877",14,"877","0","0","(365,Inf]","(365,Inf]",NA,NA
"66",825,"closed","zite","volunter","ttaylorr","employee","877",1,"0","0","877","(365,Inf]",NA,NA,"(365,Inf]"
"67",824,"closed","WillHipschman","volunter","ttaylorr","employee","633",2,"633","0","0","(365,Inf]","(365,Inf]",NA,NA
"68",819,"closed","shana","employee","sschuberth","volunter","412",4,"412","0","0","(365,Inf]","(365,Inf]",NA,NA
"69",817,"closed","datalogics-bhaugen","volunter","ttaylorr","employee","637",6,"637","0","0","(365,Inf]","(365,Inf]",NA,NA
"70",813,"closed","rasky","volunter","ttaylorr","employee","884",3,"884","0","0","(365,Inf]","(365,Inf]",NA,NA
"71",811,"closed","difro","volunter","ttaylorr","employee","884",5,"884","0","0","(365,Inf]","(365,Inf]",NA,NA
"72",798,"closed","boblaublaw","volunter","ttaylorr","employee","890",2,"890","0","0","(365,Inf]","(365,Inf]",NA,NA
"73",779,"closed","technoweenie","volunter","ttaylorr","employee","650",10,"646","3","0","(365,Inf]","(365,Inf]","(1,30]",NA
"74",778,"closed","technoweenie","volunter","ttaylorr","employee","650",0,"null","null","null","(365,Inf]",NA,NA,NA
"75",733,"closed","NiklasRosenstein","volunter","ttaylorr","employee","660",2,"449","211","0","(365,Inf]","(365,Inf]","(180,365]",NA
"76",707,"closed","matheussampaio","volunter","ttaylorr","employee","668",4,"5","0","662","(365,Inf]","(1,30]",NA,"(365,Inf]"
"77",649,"closed","technoweenie","volunter","ttaylorr","employee","694",1,"0","0","694","(365,Inf]",NA,NA,"(365,Inf]"
"78",591,"closed","edzis","volunter","technoweenie","volunter","366",11,"912","0","545","(365,Inf]","(365,Inf]",NA,"(365,Inf]"
"79",580,"closed","Envenger","volunter","technoweenie","volunter","371",2,"0","0","371","(365,Inf]",NA,NA,"(365,Inf]"
"80",574,"closed","rubyist","employee","technoweenie","volunter","373",2,"373","0","0","(365,Inf]","(365,Inf]",NA,NA
"81",557,"closed","kenzierocks","volunter","technoweenie","volunter","381",4,"378","3","0","(365,Inf]","(365,Inf]","(1,30]",NA
"82",556,"closed","kenzierocks","volunter","technoweenie","volunter","381",3,"1","0","379","(365,Inf]","(0,1]",NA,"(365,Inf]"
"83",531,"closed","technoweenie","volunter","technoweenie","volunter","386",3,"377","8","0","(365,Inf]","(365,Inf]","(1,30]",NA
"84",525,"closed","technoweenie","volunter","technoweenie","volunter","389",0,"null","null","null","(365,Inf]",NA,NA,NA
"85",524,"closed","technoweenie","volunter","technoweenie","volunter","389",1,"0","390","0","(365,Inf]",NA,"(365,Inf]",NA
"86",523,"closed","technoweenie","volunter","technoweenie","volunter","390",1,"0","390","0","(365,Inf]",NA,"(365,Inf]",NA
"87",515,"closed","jsh","volunter","technoweenie","volunter","391",1,"0","0","391","(365,Inf]",NA,NA,"(365,Inf]"
"88",513,"closed","mgriffin","employee","technoweenie","volunter","392",2,"392","0","0","(365,Inf]","(365,Inf]",NA,NA
"89",512,"closed","kamoljan","volunter","technoweenie","volunter","389",3,"6","0","383","(365,Inf]","(1,30]",NA,"(365,Inf]"
"90",487,"closed","joelfgs","volunter","technoweenie","volunter","390",13,"5","0","384","(365,Inf]","(1,30]",NA,"(365,Inf]"
"91",482,"closed","technoweenie","volunter","technoweenie","volunter","397",0,"null","null","null","(365,Inf]",NA,NA,NA
"92",479,"closed","jiandingzhe","volunter","technoweenie","volunter","400",5,"52","0","347","(365,Inf]","(30,180]",NA,"(180,365]"
"93",478,"closed","shana","employee","technoweenie","volunter","402",2,"0","0","401","(365,Inf]",NA,NA,"(365,Inf]"
"94",477,"closed","topherredden","volunter","technoweenie","volunter","402",15,"462","0","59","(365,Inf]","(365,Inf]",NA,"(30,180]"
"95",473,"closed","shana","employee","technoweenie","volunter","403",8,"0","0","402","(365,Inf]",NA,NA,"(365,Inf]"
"96",470,"closed","demonyangyue","volunter","technoweenie","volunter","404",8,"218","0","186","(365,Inf]","(180,365]",NA,"(180,365]"
"97",456,"closed","rubyist","employee","technoweenie","volunter","409",1,"0","2","406","(365,Inf]",NA,"(1,30]","(365,Inf]"
"98",445,"closed","Leviathan1753","volunter","technoweenie","volunter","415",5,"0","0","414","(365,Inf]",NA,NA,"(365,Inf]"
"99",440,"closed","eric-brechemier","volunter","technoweenie","volunter","419",7,"628","0","208","(365,Inf]","(365,Inf]",NA,"(180,365]"
"100",439,"closed","ivotron","volunter","technoweenie","volunter","416",2,"4","2","410","(365,Inf]","(1,30]","(1,30]","(365,Inf]"
"101",438,"closed","eric-brechemier","volunter","technoweenie","volunter","419",2,"99","320","0","(365,Inf]","(30,180]","(180,365]",NA
"102",436,"closed","technoweenie","volunter","technoweenie","volunter","418",7,"246","0","171","(365,Inf]","(180,365]",NA,"(30,180]"
"103",435,"closed","danimasa","volunter","ttaylorr","employee","416",2,"6","0","410","(365,Inf]","(1,30]",NA,"(365,Inf]"
"104",434,"closed","rvi","volunter","ttaylorr","employee","416",9,"9","0","406","(365,Inf]","(1,30]",NA,"(365,Inf]"
"105",433,"closed","boustanihani","volunter","ttaylorr","employee","416",10,"272","0","144","(365,Inf]","(180,365]",NA,"(30,180]"
"106",432,"closed","hszhsh","volunter","ttaylorr","employee","416",2,"416","0","0","(365,Inf]","(365,Inf]",NA,NA
"107",431,"closed","demonyangyue","volunter","technoweenie","volunter","416",9,"416","0","0","(365,Inf]","(365,Inf]",NA,NA
"108",430,"closed","ryansimmen","volunter","ttaylorr","employee","417",2,"35","0","382","(365,Inf]","(30,180]",NA,"(365,Inf]"
"109",414,"closed","technoweenie","volunter","ttaylorr","employee","421",0,"null","null","null","(365,Inf]",NA,NA,NA
"110",410,"closed","technoweenie","volunter","ttaylorr","employee","1022",6,"532","0","490","(365,Inf]","(365,Inf]",NA,"(365,Inf]"
"111",394,"closed","dotnetCarpenter","volunter","technoweenie","volunter","429",4,"425","4","0","(365,Inf]","(365,Inf]","(1,30]",NA
"112",379,"closed","perrette","volunter","ttaylorr","employee","428",17,"790","0","361","(365,Inf]","(365,Inf]",NA,"(180,365]"
"113",376,"closed","bozaro","volunter","technoweenie","volunter","432",27,"265","0","167","(365,Inf]","(180,365]",NA,"(30,180]"
"114",355,"closed","glycerine","volunter","technoweenie","volunter","442",3,"136","1","303","(365,Inf]","(30,180]","(0,1]","(180,365]"
"115",347,"closed","larsxschneider","volunter","ttaylorr","employee","441",5,"326","4","110","(365,Inf]","(180,365]","(1,30]","(30,180]"
"116",344,"closed","technoweenie","volunter","technoweenie","volunter","441",11,"20","0","420","(365,Inf]","(1,30]",NA,"(365,Inf]"
"117",343,"closed","catphish","volunter","ttaylorr","employee","442",2,"442","0","0","(365,Inf]","(365,Inf]",NA,NA
"118",341,"closed","catphish","volunter","technoweenie","volunter","445",7,"1","0","444","(365,Inf]","(0,1]",NA,"(365,Inf]"
"119",326,"closed","strich","volunter","technoweenie","volunter","450",33,"849","0","399","(365,Inf]","(365,Inf]",NA,"(365,Inf]"
"120",320,"closed","ChaseFlorell","volunter","ttaylorr","employee","449",12,"7","0","441","(365,Inf]","(1,30]",NA,"(365,Inf]"
"121",307,"closed","andyneff","volunter","ttaylorr","employee","455",2,"455","0","0","(365,Inf]","(365,Inf]",NA,NA
"122",295,"closed","catphish","volunter","technoweenie","volunter","458",4,"458","0","0","(365,Inf]","(365,Inf]",NA,NA
"123",289,"closed","underscorediscovery","volunter","technoweenie","volunter","463",8,"315","0","147","(365,Inf]","(180,365]",NA,"(30,180]"
"124",288,"closed","bkeepers","employee","technoweenie","volunter","464",4,"370","0","93","(365,Inf]","(365,Inf]",NA,"(30,180]"
"125",286,"closed","catphish","volunter","ttaylorr","employee","465",2,"0","0","465","(365,Inf]",NA,NA,"(365,Inf]"
"126",284,"closed","catphish","volunter","technoweenie","volunter","464",6,"464","0","0","(365,Inf]","(365,Inf]",NA,NA
"127",282,"closed","lbergelson","volunter","technoweenie","volunter","465",26,"954","0","489","(365,Inf]","(365,Inf]",NA,"(365,Inf]"
"128",279,"closed","quinox","volunter","ttaylorr","employee","467",4,"169","1","296","(365,Inf]","(30,180]","(0,1]","(180,365]"
"129",273,"closed","jeffhostetler","volunter","technoweenie","volunter","469",2,"469","0","0","(365,Inf]","(365,Inf]",NA,NA
"130",266,"closed","technoweenie","volunter","ttaylorr","employee","472",9,"574","6","107","(365,Inf]","(365,Inf]","(1,30]","(30,180]"
"131",260,"closed","tvandijck","volunter","technoweenie","volunter","476",21,"489","0","13","(365,Inf]","(365,Inf]",NA,"(1,30]"
"132",251,"closed","tvandijck","volunter","technoweenie","volunter","479",9,"477","2","0","(365,Inf]","(365,Inf]","(1,30]",NA
"133",242,"closed","ddanier","volunter","technoweenie","volunter","481",8,"185","0","296","(365,Inf]","(180,365]",NA,"(180,365]"
"134",204,"closed","PeterDaveHello","volunter","technoweenie","volunter","490",4,"0","0","490","(365,Inf]",NA,NA,"(365,Inf]"
"135",202,"closed","PeterDaveHello","volunter","technoweenie","volunter","490",9,"490","0","0","(365,Inf]","(365,Inf]",NA,NA
"136",196,"closed","abraithwaite","volunter","technoweenie","volunter","397",4,"397","0","0","(365,Inf]","(365,Inf]",NA,NA
"137",195,"closed","abraithwaite","volunter","technoweenie","volunter","490",9,"490","0","0","(365,Inf]","(365,Inf]",NA,NA
"138",193,"closed","abraithwaite","volunter","technoweenie","volunter","372",14,"371","0","0","(365,Inf]","(365,Inf]",NA,NA
"139",190,"closed","jezell","volunter","technoweenie","volunter","491",3,"491","0","0","(365,Inf]","(365,Inf]",NA,NA
"140",1,"closed","technoweenie","volunter","technoweenie","volunter","553",24,"12","0","541","(365,Inf]","(1,30]",NA,"(365,Inf]"
"141",171,"closed","nuclearsandwich","volunter","technoweenie","volunter","532",3,"527","5","0","(365,Inf]","(365,Inf]","(1,30]",NA
"142",169,"closed","gjtorikian","employee","technoweenie","volunter","538",1,"0","0","538","(365,Inf]",NA,NA,"(365,Inf]"
"143",156,"closed","bkeepers","employee","technoweenie","volunter","555",3,"0","0","555","(365,Inf]",NA,NA,"(365,Inf]"
"144",144,"closed","technoweenie","volunter","technoweenie","volunter","579",2,"2","0","577","(365,Inf]","(1,30]",NA,"(365,Inf]"
"145",126,"closed","rubyist","employee","ttaylorr","employee","646",0,"null","null","null","(365,Inf]",NA,NA,NA
"146",125,"closed","Haacked","employee","technoweenie","volunter","684",9,"1089","0","404","(365,Inf]","(365,Inf]",NA,"(365,Inf]"
"147",124,"closed","rubyist","employee","technoweenie","volunter","685",4,"675","10","0","(365,Inf]","(365,Inf]","(1,30]",NA
"148",123,"closed","rubyist","employee","technoweenie","volunter","519",1,"0","519","0","(365,Inf]",NA,"(365,Inf]",NA
"149",110,"closed","shiftkey","employee","technoweenie","volunter","540",7,"540","0","0","(365,Inf]","(365,Inf]",NA,NA
"150",109,"closed","technoweenie","volunter","technoweenie","volunter","713",3,"713","0","0","(365,Inf]","(365,Inf]",NA,NA
"151",103,"closed","technoweenie","volunter","ttaylorr","employee","725",0,"null","null","null","(365,Inf]",NA,NA,NA
"152",89,"closed","rubyist","employee","technoweenie","volunter","579",3,"566","12","0","(365,Inf]","(365,Inf]","(1,30]",NA
"153",19,"closed","technoweenie","volunter","technoweenie","volunter","801",0,"null","null","null","(365,Inf]",NA,NA,NA
"154",17,"closed","technoweenie","volunter","technoweenie","volunter","803",0,"null","null","null","(365,Inf]",NA,NA,NA
"155",16,"closed","technoweenie","volunter","bkeepers","employee","484",0,"null","null","null","(365,Inf]",NA,NA,NA
"156",4,"closed","technoweenie","volunter","technoweenie","volunter","853",5,"278","575","0","(365,Inf]","(180,365]","(365,Inf]",NA
