id,state,user,employee_open,user_closed,employee_merged,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
10280,closed,alexeykuzmin,volunter,zcbenz,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
10293,closed,CharlieHess,volunter,CharlieHess,volunter,4,3,0,0,3,"(1,30]",NA,NA,"(1,30]"
10303,closed,MathieuDebit,volunter,vanessayuenn,employee,12,0,null,null,null,"(1,30]",NA,NA,NA
10304,closed,kyo-ago,volunter,zeke,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
10305,closed,ivmirx,volunter,zcbenz,employee,22,7,1,7,13,"(1,30]","(0,1]","(1,30]","(1,30]"
10306,closed,lisurc,volunter,zeke,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10307,closed,liusy182,volunter,zcbenz,employee,21,6,1,1,18,"(1,30]","(0,1]","(0,1]","(1,30]"
10321,closed,kaylanm,volunter,zcbenz,employee,20,0,null,null,null,"(1,30]",NA,NA,NA
10325,closed,develar,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10326,closed,develar,volunter,zeke,employee,36,2,14,21,1,"(30,180]","(1,30]","(1,30]","(0,1]"
10331,closed,akkyjumbade,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10348,closed,bigosmallm,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10350,closed,sgeisbacher,volunter,null,volunter,17,0,null,null,null,"(1,30]",NA,NA,NA
10354,closed,arnavb,volunter,null,volunter,17,9,17,0,0,"(1,30]","(1,30]",NA,NA
10355,closed,owais,volunter,zcbenz,employee,17,0,null,null,null,"(1,30]",NA,NA,NA
10361,closed,sbannigan,volunter,zcbenz,employee,39,0,null,null,null,"(30,180]",NA,NA,NA
10365,closed,alespergl,volunter,jkleinsc,employee,1,1,0,0,1,"(0,1]",NA,NA,"(0,1]"
10366,closed,syohex,volunter,zcbenz,employee,15,0,null,null,null,"(1,30]",NA,NA,NA
10373,closed,arnavb,volunter,null,volunter,14,4,0,14,0,"(1,30]",NA,"(1,30]",NA
10374,closed,felixrieseberg,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10375,closed,felixrieseberg,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10376,closed,beilunyang,volunter,null,volunter,1,0,null,null,null,"(0,1]",NA,NA,NA
10380,closed,MarshallOfSound,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10393,closed,j3l11234,volunter,zcbenz,employee,13,0,null,null,null,"(1,30]",NA,NA,NA
10395,closed,alespergl,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10396,closed,alespergl,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10404,closed,alexstrat,volunter,null,volunter,76,3,74,0,1,"(30,180]","(30,180]",NA,"(0,1]"
10429,closed,qazbnm456,volunter,zcbenz,employee,10,3,9,0,1,"(1,30]","(1,30]",NA,"(0,1]"
10430,closed,MarshallOfSound,volunter,zcbenz,employee,93,12,91,2,0,"(30,180]","(30,180]","(1,30]",NA
10453,closed,bpasero,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10454,closed,MarshallOfSound,volunter,zeke,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10469,closed,poiru,volunter,poiru,volunter,0,0,null,null,null,NA,NA,NA,NA
10472,closed,lucaslopes,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
1048,closed,park9140,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10481,closed,John2143,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10483,closed,jublo,volunter,poiru,volunter,16,0,null,null,null,"(1,30]",NA,NA,NA
10487,closed,Toinane,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10491,closed,ImgBotApp,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10497,closed,Toinane,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10499,closed,miniak,volunter,miniak,volunter,0,0,null,null,null,NA,NA,NA,NA
10505,closed,qazbnm456,volunter,zeke,employee,10,0,null,null,null,"(1,30]",NA,NA,NA
10508,closed,danielma,volunter,zcbenz,employee,19,0,null,null,null,"(1,30]",NA,NA,NA
10509,closed,kewde,volunter,miniak,volunter,3,0,null,null,null,"(1,30]",NA,NA,NA
10510,closed,brenca,volunter,zcbenz,employee,60,3,0,19,40,"(30,180]",NA,"(1,30]","(30,180]"
10516,closed,alespergl,volunter,zcbenz,employee,7,0,null,null,null,"(1,30]",NA,NA,NA
10517,closed,yuya-oc,volunter,alespergl,volunter,11,3,0,2,8,"(1,30]",NA,"(1,30]","(1,30]"
10518,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,5,3,0,0,4,"(1,30]",NA,NA,"(1,30]"
1052,closed,ghost,volunter,zcbenz,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10520,closed,Alex-D,volunter,zcbenz,employee,7,0,null,null,null,"(1,30]",NA,NA,NA
10523,closed,leo,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10534,closed,robbix1206,volunter,jkleinsc,employee,32,0,null,null,null,"(30,180]",NA,NA,NA
10537,closed,qazbnm456,volunter,jkleinsc,employee,39,6,0,0,39,"(30,180]",NA,NA,"(30,180]"
10540,closed,bpasero,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10542,closed,EthianWong,volunter,zeke,employee,5,0,null,null,null,"(1,30]",NA,NA,NA
10550,closed,colmugx,volunter,zeke,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
10558,closed,Tyriar,volunter,zeke,employee,3,0,null,null,null,"(1,30]",NA,NA,NA
10586,closed,MarshallOfSound,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10609,closed,alespergl,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10611,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10612,closed,felixrieseberg,volunter,zeke,employee,21,0,null,null,null,"(1,30]",NA,NA,NA
10627,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,1,0,0,0,NA,NA,NA,NA
10628,closed,poiru,volunter,poiru,volunter,0,0,null,null,null,NA,NA,NA,NA
10630,closed,poiru,volunter,poiru,volunter,0,0,null,null,null,NA,NA,NA,NA
10631,closed,poiru,volunter,poiru,volunter,0,0,null,null,null,NA,NA,NA,NA
10639,closed,enlight,volunter,jkleinsc,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10661,closed,felixrieseberg,volunter,felixrieseberg,volunter,4,0,null,null,null,"(1,30]",NA,NA,NA
10667,closed,dittos,volunter,zcbenz,employee,2,4,0,0,2,"(1,30]",NA,NA,"(1,30]"
10676,closed,qazbnm456,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10677,closed,rhysd,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10680,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10681,closed,fplucas,volunter,zeke,employee,1,2,0,0,1,"(0,1]",NA,NA,"(0,1]"
10682,closed,crweiner,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10693,closed,makerGeek,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10696,closed,primalmotion,volunter,jkleinsc,employee,11,0,null,null,null,"(1,30]",NA,NA,NA
10706,closed,qazbnm456,volunter,null,volunter,4,0,null,null,null,"(1,30]",NA,NA,NA
10708,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10709,closed,MarshallOfSound,volunter,zcbenz,employee,10,0,null,null,null,"(1,30]",NA,NA,NA
10711,closed,yuya-oc,volunter,zcbenz,employee,18,0,null,null,null,"(1,30]",NA,NA,NA
10713,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10715,closed,alespergl,volunter,zeke,employee,0,1,0,0,0,NA,NA,NA,NA
10719,closed,yunzhenhuan,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10725,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10726,closed,alexeykuzmin,volunter,null,volunter,1,0,null,null,null,"(0,1]",NA,NA,NA
10727,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,2,1,0,0,2,"(1,30]",NA,NA,"(1,30]"
10728,closed,excfergodst,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10729,closed,excfergodst,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10730,closed,excfergodst,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10731,closed,excfergodst,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10740,closed,demopark,volunter,vanessayuenn,employee,6,4,0,0,5,"(1,30]",NA,NA,"(1,30]"
10744,closed,robinwassen,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10746,closed,poiru,volunter,poiru,volunter,1,0,null,null,null,"(0,1]",NA,NA,NA
10748,closed,demopark,volunter,vanessayuenn,employee,5,0,null,null,null,"(1,30]",NA,NA,NA
10749,closed,demopark,volunter,vanessayuenn,employee,5,0,null,null,null,"(1,30]",NA,NA,NA
10758,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10762,closed,nuriu,volunter,codebytere,employee,13,0,null,null,null,"(1,30]",NA,NA,NA
10773,closed,jeroenvisser101,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10777,closed,revi,volunter,zeke,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10783,open,robinwassen,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
10785,closed,aoom,volunter,null,volunter,5,0,null,null,null,"(1,30]",NA,NA,NA
10793,closed,ahmedmohamedali,volunter,zcbenz,employee,37,8,30,0,6,"(30,180]","(1,30]",NA,"(1,30]"
10795,closed,samthomson,volunter,zeke,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
10804,closed,robinwassen,volunter,zcbenz,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
1081,closed,xfq,volunter,thedaniel,volunter,0,0,null,null,null,NA,NA,NA,NA
10810,closed,qazbnm456,volunter,jkleinsc,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
10812,closed,alespergl,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10829,closed,zombieleet,volunter,jkleinsc,employee,0,2,0,0,0,NA,NA,NA,NA
10834,closed,Vehemos,volunter,jkleinsc,employee,0,5,0,0,0,NA,NA,NA,NA
10839,closed,qazbnm456,volunter,zeke,employee,0,0,null,null,null,NA,NA,NA,NA
10854,closed,dittos,volunter,null,volunter,25,4,21,3,0,"(1,30]","(1,30]","(1,30]",NA
10855,closed,dittos,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10856,closed,dittos,volunter,zcbenz,employee,25,4,0,1,24,"(1,30]",NA,"(0,1]","(1,30]"
10873,closed,ahmedmohamedali,volunter,jkleinsc,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10874,closed,Toinane,volunter,zeke,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
10885,closed,MarshallOfSound,volunter,null,volunter,7,7,4,0,3,"(1,30]","(1,30]",NA,"(1,30]"
10889,closed,mgc,volunter,jkleinsc,employee,3,2,0,2,0,"(1,30]",NA,"(1,30]",NA
1089,closed,dcposch,volunter,null,volunter,1,0,null,null,null,"(0,1]",NA,NA,NA
10890,closed,demopark,volunter,codebytere,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10893,closed,mxschmitt,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
10900,closed,felixrieseberg,volunter,felixrieseberg,volunter,0,0,null,null,null,NA,NA,NA,NA
10902,closed,mattlyons0,volunter,ckerr,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10907,closed,amtj,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
10912,closed,Ajeey,volunter,zcbenz,employee,54,8,39,0,15,"(30,180]","(30,180]",NA,"(1,30]"
10918,closed,pfrazee,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
1092,closed,paulcbetts,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
10922,closed,Siilwyn,volunter,jkleinsc,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10936,closed,robinwassen,volunter,zcbenz,employee,7,0,null,null,null,"(1,30]",NA,NA,NA
10943,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10944,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10953,closed,felixrieseberg,volunter,jkleinsc,employee,0,1,0,0,0,NA,NA,NA,NA
10954,closed,felixrieseberg,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
10956,closed,vadikcorp,volunter,null,volunter,13,3,9,0,4,"(1,30]","(1,30]",NA,"(1,30]"
10972,closed,felixrieseberg,volunter,ckerr,employee,2,3,1,0,1,"(1,30]","(0,1]",NA,"(0,1]"
10976,closed,daluntw,volunter,null,volunter,10,0,null,null,null,"(1,30]",NA,NA,NA
10977,closed,alexeykuzmin,volunter,codebytere,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10978,closed,daluntw,volunter,null,volunter,10,0,null,null,null,"(1,30]",NA,NA,NA
10979,closed,daluntw,volunter,null,volunter,10,0,null,null,null,"(1,30]",NA,NA,NA
1098,closed,dpatou,volunter,kevinsawicki,employee,0,0,null,null,null,NA,NA,NA,NA
10989,closed,alexeykuzmin,volunter,codebytere,employee,0,0,null,null,null,NA,NA,NA,NA
10990,closed,alexeykuzmin,volunter,jkleinsc,employee,6,0,null,null,null,"(1,30]",NA,NA,NA
10997,closed,xxczaki,volunter,ckerr,employee,5,0,null,null,null,"(1,30]",NA,NA,NA
1100,closed,christoth,volunter,zcbenz,employee,0,2,0,0,0,NA,NA,NA,NA
11000,closed,sdj01044,volunter,zeke,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
11002,closed,ssu2030,volunter,null,volunter,7,0,null,null,null,"(1,30]",NA,NA,NA
11004,closed,poiru,volunter,MarshallOfSound,volunter,4,0,null,null,null,"(1,30]",NA,NA,NA
11007,closed,felixrieseberg,volunter,codebytere,employee,1,1,0,0,1,"(0,1]",NA,NA,"(0,1]"
11008,closed,tarruda,volunter,ckerr,employee,10,14,2,7,0,"(1,30]","(1,30]","(1,30]",NA
11009,closed,felixrieseberg,volunter,MarshallOfSound,volunter,3,0,null,null,null,"(1,30]",NA,NA,NA
11013,closed,alexeykuzmin,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11018,closed,vincentwan100,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11019,closed,ssu2030,volunter,null,volunter,5,0,null,null,null,"(1,30]",NA,NA,NA
11020,closed,pfrazee,volunter,ckerr,employee,10,0,null,null,null,"(1,30]",NA,NA,NA
11021,closed,ChangJoo-Park,volunter,null,volunter,4,0,null,null,null,"(1,30]",NA,NA,NA
11022,closed,ChangJoo-Park,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11023,closed,ssu2030,volunter,null,volunter,4,0,null,null,null,"(1,30]",NA,NA,NA
11038,closed,dashersw,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11045,closed,minakawa-daiki,volunter,null,volunter,3,0,null,null,null,"(1,30]",NA,NA,NA
11048,closed,Toinane,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11055,closed,felixrieseberg,volunter,MarshallOfSound,volunter,3,3,0,0,2,"(1,30]",NA,NA,"(1,30]"
11056,closed,ajmacd,volunter,MarshallOfSound,volunter,3,2,0,0,2,"(1,30]",NA,NA,"(1,30]"
11058,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11059,closed,felixrieseberg,volunter,zcbenz,employee,12,0,null,null,null,"(1,30]",NA,NA,NA
1106,closed,paulcbetts,volunter,zcbenz,employee,4,10,0,3,0,"(1,30]",NA,"(1,30]",NA
11060,closed,MarshallOfSound,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
1107,closed,yoshuawuyts,volunter,zcbenz,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11078,closed,ssu2030,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11079,closed,sdj01044,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11085,closed,lee-doppelganger,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11087,closed,felixrieseberg,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11091,closed,marswong,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11092,closed,MarshallOfSound,volunter,zcbenz,employee,39,4,0,8,29,"(30,180]",NA,"(1,30]","(1,30]"
11097,closed,brenca,volunter,ckerr,employee,12,4,0,0,11,"(1,30]",NA,NA,"(1,30]"
11099,closed,MarshallOfSound,volunter,ckerr,employee,4,8,2,0,1,"(1,30]","(1,30]",NA,"(0,1]"
11100,closed,Raul6469,volunter,ckerr,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
11103,closed,felixrieseberg,volunter,ckerr,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11108,closed,oktapodia,volunter,zcbenz,employee,15,2,0,0,15,"(1,30]",NA,NA,"(1,30]"
11119,closed,oscarafuentes,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11124,closed,tarruda,volunter,codebytere,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11125,closed,tarruda,volunter,jkleinsc,employee,2,8,1,0,0,"(1,30]","(0,1]",NA,NA
11126,closed,numaanashraf,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11131,closed,hugomano,volunter,zcbenz,employee,33,12,0,4,27,"(30,180]",NA,"(1,30]","(1,30]"
11133,closed,alexeykuzmin,volunter,codebytere,employee,5,0,null,null,null,"(1,30]",NA,NA,NA
11139,closed,alexeykuzmin,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11140,closed,alexeykuzmin,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11141,closed,MarshallOfSound,volunter,ckerr,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11143,closed,lipis,volunter,null,volunter,0,2,0,0,0,NA,NA,NA,NA
11144,closed,dittos,volunter,zcbenz,employee,10,0,null,null,null,"(1,30]",NA,NA,NA
11145,closed,OuYancey,volunter,jkleinsc,employee,0,0,null,null,null,NA,NA,NA,NA
11156,closed,lipis,volunter,null,volunter,2,2,0,2,0,"(1,30]",NA,"(1,30]",NA
11158,closed,felixrieseberg,volunter,ckerr,employee,2,5,0,0,1,"(1,30]",NA,NA,"(0,1]"
11164,closed,felixrieseberg,volunter,ckerr,employee,2,3,0,41,39,"(1,30]",NA,"(30,180]","(30,180]"
11166,closed,sethlu,volunter,zcbenz,employee,8,7,1,0,6,"(1,30]","(0,1]",NA,"(1,30]"
11167,closed,simast,volunter,ckerr,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11168,closed,sethlu,volunter,zcbenz,employee,16,0,null,null,null,"(1,30]",NA,NA,NA
11170,closed,him2him2,volunter,ckerr,employee,1,1,0,0,1,"(0,1]",NA,NA,"(0,1]"
11171,closed,him2him2,volunter,codebytere,employee,0,0,null,null,null,NA,NA,NA,NA
11173,closed,TiagoDanin,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11176,closed,mgc,volunter,zcbenz,employee,0,0,null,null,null,NA,NA,NA,NA
11184,closed,felixrieseberg,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11185,closed,felixrieseberg,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11187,closed,felixrieseberg,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11199,closed,duswlsgur,volunter,vanessayuenn,employee,0,0,null,null,null,NA,NA,NA,NA
11200,closed,kstar0714,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11201,closed,kstar0714,volunter,null,volunter,0,0,null,null,null,NA,NA,NA,NA
11204,closed,andykog,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
11207,closed,kstar0714,volunter,ckerr,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11213,closed,ssu2030,volunter,null,volunter,1,0,null,null,null,"(0,1]",NA,NA,NA
11217,closed,him2him2,volunter,codebytere,employee,0,0,null,null,null,NA,NA,NA,NA
11218,closed,him2him2,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11224,closed,felixrieseberg,volunter,ckerr,employee,0,2,0,0,0,NA,NA,NA,NA
11225,closed,felixrieseberg,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11227,closed,emmkimme,volunter,zcbenz,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
11231,closed,Toinane,volunter,ckerr,employee,0,0,null,null,null,NA,NA,NA,NA
11233,closed,brenca,volunter,zcbenz,employee,26,0,null,null,null,"(1,30]",NA,NA,NA
11235,closed,felixrieseberg,volunter,zcbenz,employee,3,0,null,null,null,"(1,30]",NA,NA,NA
11238,closed,deepak1556,volunter,zcbenz,employee,27,5,25,0,1,"(1,30]","(1,30]",NA,"(0,1]"
