id,state,user_opened,employee_open,user_closed,employee_closed,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
14345,closed,Nokel81,volunter,rsese,employee,0,4,333,0,333,NA,"(180,365]",NA,"(180,365]"
14344,closed,EsoterikStare,volunter,50Wliu,volunter,0,3,333,0,333,NA,"(180,365]",NA,"(180,365]"
14343,closed,anriseth,volunter,anriseth,volunter,1,8,330,0,328,"(0,1]","(180,365]",NA,"(180,365]"
14342,closed,hatehatersclub,volunter,Ben3eeE,volunter,0,3,333,0,333,NA,"(180,365]",NA,"(180,365]"
14341,closed,hatehatersclub,volunter,Ben3eeE,volunter,0,2,333,0,333,NA,"(180,365]",NA,"(180,365]"
14340,closed,mithilarun,volunter,rsese,employee,0,2,334,0,334,NA,"(180,365]",NA,"(180,365]"
14338,closed,t9md,volunter,maxbrunsfeld,employee,9,4,334,0,325,"(1,30]","(180,365]",NA,"(180,365]"
14337,closed,jgebhardt,volunter,Ben3eeE,volunter,0,3,334,0,334,NA,"(180,365]",NA,"(180,365]"
14336,closed,casserni,volunter,50Wliu,volunter,0,2,334,0,334,NA,"(180,365]",NA,"(180,365]"
14335,closed,marclundgren,volunter,marclundgren,volunter,0,3,335,0,335,NA,"(180,365]",NA,"(180,365]"
14334,closed,nsleejian,volunter,50Wliu,volunter,0,2,335,0,335,NA,"(180,365]",NA,"(180,365]"
14333,closed,lgw666,volunter,rsese,employee,0,2,335,0,335,NA,"(180,365]",NA,"(180,365]"
14332,closed,paddotk,volunter,rsese,employee,0,4,335,0,335,NA,"(180,365]",NA,"(180,365]"
14329,closed,xmonader,volunter,50Wliu,volunter,0,2,336,0,336,NA,"(180,365]",NA,"(180,365]"
14328,closed,gaoshijun1993,volunter,50Wliu,volunter,0,2,336,0,336,NA,"(180,365]",NA,"(180,365]"
14327,closed,AnthonyWC,volunter,50Wliu,volunter,87,8,333,2,248,"(30,180]","(180,365]","(1,30]","(180,365]"
14326,closed,RDiotallevi,volunter,50Wliu,volunter,0,2,337,0,337,NA,"(180,365]",NA,"(180,365]"
14325,open,weijarz,volunter,null,volunter,null,1,0,2,null,NA,NA,"(1,30]",NA
14323,closed,gmgurnett,volunter,50Wliu,volunter,0,2,338,0,338,NA,"(180,365]",NA,"(180,365]"
14322,closed,maxKimoby,volunter,lee-dohm,employee,0,2,338,0,338,NA,"(180,365]",NA,"(180,365]"
14321,closed,sshnaidm,volunter,50Wliu,volunter,0,2,338,0,338,NA,"(180,365]",NA,"(180,365]"
14319,closed,TevinLi,volunter,50Wliu,volunter,0,2,338,0,338,NA,"(180,365]",NA,"(180,365]"
14318,closed,mtimofiiv,volunter,50Wliu,volunter,0,2,338,0,338,NA,"(180,365]",NA,"(180,365]"
14317,closed,Tectract,volunter,lee-dohm,employee,0,3,338,0,338,NA,"(180,365]",NA,"(180,365]"
14316,closed,vsteve,volunter,rsese,employee,0,2,339,0,339,NA,"(180,365]",NA,"(180,365]"
14315,closed,ryanmaneo,volunter,rsese,employee,4,14,339,0,334,"(1,30]","(180,365]",NA,"(180,365]"
14314,closed,Encr1pt3d,volunter,rsese,employee,0,2,339,0,339,NA,"(180,365]",NA,"(180,365]"
14312,closed,KZhou-ZJU,volunter,rsese,employee,60,9,338,0,278,"(30,180]","(180,365]",NA,"(180,365]"
14311,closed,susisu,volunter,Arcanemagus,volunter,365,3,0,365,0,"(180,365]",NA,"(180,365]",NA
14310,closed,cholf,volunter,rsese,employee,0,2,340,0,340,NA,"(180,365]",NA,"(180,365]"
14308,closed,codekip,volunter,rsese,employee,0,2,340,0,340,NA,"(180,365]",NA,"(180,365]"
14307,closed,ryanmaneo,volunter,rsese,employee,0,4,340,0,340,NA,"(180,365]",NA,"(180,365]"
14306,closed,WanderingKazuma,volunter,rsese,employee,0,6,340,0,339,NA,"(180,365]",NA,"(180,365]"
14305,closed,adamreisnz,volunter,rsese,employee,0,16,339,0,339,NA,"(180,365]",NA,"(180,365]"
14304,closed,moenka,volunter,rsese,employee,0,2,340,0,340,NA,"(180,365]",NA,"(180,365]"
14303,open,phyllisstein,volunter,null,volunter,null,6,206,0,null,NA,"(180,365]",NA,NA
14301,open,RequiemGhost,volunter,null,volunter,null,9,272,0,null,NA,"(180,365]",NA,NA
14300,closed,Arcanemagus,volunter,lee-dohm,employee,371,2,5,365,0,"(365,Inf]","(1,30]","(180,365]",NA
14299,closed,repo2kanagaraj,volunter,50Wliu,volunter,0,3,341,0,341,NA,"(180,365]",NA,"(180,365]"
14297,closed,hg42,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14296,closed,ZSSchulze,volunter,rsese,employee,0,2,341,0,341,NA,"(180,365]",NA,"(180,365]"
14295,closed,ericsonluciano,volunter,50Wliu,volunter,0,2,341,0,341,NA,"(180,365]",NA,"(180,365]"
14294,closed,joncalhoun,volunter,rsese,employee,0,5,341,0,341,NA,"(180,365]",NA,"(180,365]"
14292,closed,jpca999,volunter,rsese,employee,0,2,342,0,342,NA,"(180,365]",NA,"(180,365]"
14291,closed,ddavison,volunter,rsese,employee,0,2,342,0,342,NA,"(180,365]",NA,"(180,365]"
14290,closed,duble0,volunter,lee-dohm,employee,0,2,342,0,342,NA,"(180,365]",NA,"(180,365]"
14289,closed,ZebraFlesh,volunter,ZebraFlesh,volunter,0,3,342,0,342,NA,"(180,365]",NA,"(180,365]"
14288,closed,saifazmi,volunter,rsese,employee,0,2,342,0,342,NA,"(180,365]",NA,"(180,365]"
14286,closed,mpkh,volunter,thomasjo,volunter,0,5,342,0,342,NA,"(180,365]",NA,"(180,365]"
14285,closed,an15m,volunter,Ben3eeE,volunter,0,2,342,0,342,NA,"(180,365]",NA,"(180,365]"
14284,closed,trikyas,volunter,trikyas,volunter,0,3,343,0,343,NA,"(180,365]",NA,"(180,365]"
14283,open,hg42,volunter,null,volunter,null,22,388,0,null,NA,"(365,Inf]",NA,NA
14282,closed,jpca999,volunter,50Wliu,volunter,0,2,343,0,343,NA,"(180,365]",NA,"(180,365]"
14281,closed,jpca999,volunter,50Wliu,volunter,0,5,344,0,343,NA,"(180,365]",NA,"(180,365]"
14280,closed,jpca999,volunter,50Wliu,volunter,0,4,344,0,344,NA,"(180,365]",NA,"(180,365]"
14279,closed,dgsimone15,volunter,lee-dohm,employee,2,12,342,2,342,"(1,30]","(180,365]","(1,30]","(180,365]"
14278,closed,minjurul,volunter,50Wliu,volunter,0,2,344,0,344,NA,"(180,365]",NA,"(180,365]"
14277,closed,steakknife,volunter,stale[bot],bot,390,4,373,2,14,"(365,Inf]","(365,Inf]","(1,30]","(1,30]"
14275,closed,alex,volunter,rsese,employee,0,3,345,0,345,NA,"(180,365]",NA,"(180,365]"
14274,closed,Yajo,volunter,50Wliu,volunter,0,3,345,0,345,NA,"(180,365]",NA,"(180,365]"
14273,open,bronson,volunter,null,volunter,null,11,327,5,null,NA,"(180,365]","(1,30]",NA
14272,closed,atz,volunter,rsese,employee,3,2,342,3,342,"(1,30]","(180,365]","(1,30]","(180,365]"
14270,closed,GeorgeWL,volunter,rsese,employee,0,2,345,0,345,NA,"(180,365]",NA,"(180,365]"
14268,closed,hailedangGT,volunter,hailedangGT,volunter,0,4,346,0,346,NA,"(180,365]",NA,"(180,365]"
14267,closed,YannBrrd,volunter,50Wliu,volunter,0,2,346,0,346,NA,"(180,365]",NA,"(180,365]"
14266,closed,johny-mnemonic,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14265,open,FezVrasta,volunter,null,volunter,null,18,291,0,null,NA,"(180,365]",NA,NA
14264,closed,shanept,volunter,damieng,volunter,27,15,344,0,317,"(1,30]","(180,365]",NA,"(180,365]"
14263,closed,1st1,volunter,50Wliu,volunter,0,4,347,0,347,NA,"(180,365]",NA,"(180,365]"
14260,closed,ClockworkSquirrel,volunter,rsese,employee,47,13,344,0,297,"(30,180]","(180,365]",NA,"(180,365]"
14259,closed,roobinmason,volunter,thomasjo,volunter,0,2,347,0,347,NA,"(180,365]",NA,"(180,365]"
14258,closed,ryanerwin,volunter,damieng,volunter,6,10,347,0,341,"(1,30]","(180,365]",NA,"(180,365]"
14257,closed,henning,volunter,stale[bot],bot,380,8,365,0,14,"(365,Inf]","(180,365]",NA,"(1,30]"
14256,open,levani,volunter,null,volunter,null,3,1,0,null,NA,"(0,1]",NA,NA
14255,closed,fyeeme,volunter,Ben3eeE,volunter,0,2,347,0,347,NA,"(180,365]",NA,"(180,365]"
14253,closed,mediabeastnz,volunter,rsese,employee,0,3,348,0,348,NA,"(180,365]",NA,"(180,365]"
14252,closed,ungb,volunter,as-cii,employee,15,3,347,0,332,"(1,30]","(180,365]",NA,"(180,365]"
14251,closed,iamvyacheslav,volunter,50Wliu,volunter,0,2,348,0,348,NA,"(180,365]",NA,"(180,365]"
14248,closed,corysimmons,volunter,50Wliu,volunter,0,3,348,0,348,NA,"(180,365]",NA,"(180,365]"
14246,closed,eltian,volunter,50Wliu,volunter,0,2,348,0,348,NA,"(180,365]",NA,"(180,365]"
14245,closed,tatsujb,volunter,thomasjo,volunter,0,2,348,0,348,NA,"(180,365]",NA,"(180,365]"
14244,closed,shanept,volunter,50Wliu,volunter,0,1,0,348,348,NA,NA,"(180,365]","(180,365]"
14242,open,jeffswt,volunter,null,volunter,null,6,0,0,null,NA,NA,NA,NA
14241,closed,ooJerryLeeoo,volunter,ooJerryLeeoo,volunter,96,1,0,347,250,"(30,180]",NA,"(180,365]","(180,365]"
14240,open,enrique2210,volunter,ungb,volunter,null,22,247,0,null,NA,"(180,365]",NA,NA
14238,closed,GustavoDinizMonteiro,volunter,rsese,employee,0,3,349,0,349,NA,"(180,365]",NA,"(180,365]"
14237,closed,noe132,volunter,nathansobo,employee,122,18,347,0,225,"(30,180]","(180,365]",NA,"(180,365]"
14236,closed,ungb,volunter,50Wliu,volunter,0,2,349,0,349,NA,"(180,365]",NA,"(180,365]"
14235,closed,tatsujb,volunter,rsese,employee,0,2,349,0,349,NA,"(180,365]",NA,"(180,365]"
14234,closed,modulexcite,volunter,modulexcite,volunter,0,6,349,0,348,NA,"(180,365]",NA,"(180,365]"
14233,closed,simpzan,volunter,Arcanemagus,volunter,365,3,365,0,0,"(180,365]","(180,365]",NA,NA
14232,closed,AStupidBear,volunter,rsese,employee,0,2,349,0,349,NA,"(180,365]",NA,"(180,365]"
14231,closed,yacut,volunter,maxbrunsfeld,employee,31,6,347,1,317,"(30,180]","(180,365]","(0,1]","(180,365]"
14230,closed,carrodher,volunter,carrodher,volunter,1,9,391,0,390,"(0,1]","(365,Inf]",NA,"(365,Inf]"
14229,closed,vertextao,volunter,rsese,employee,0,2,350,0,350,NA,"(180,365]",NA,"(180,365]"
14228,closed,meafmira,volunter,rsese,employee,1,4,349,1,348,"(0,1]","(180,365]","(0,1]","(180,365]"
14227,open,meafmira,volunter,rsese,employee,null,26,353,1,null,NA,"(180,365]","(0,1]",NA
14226,closed,p0lm,volunter,50Wliu,volunter,1,3,349,1,349,"(0,1]","(180,365]","(0,1]","(180,365]"
14224,closed,TETRA2000,volunter,stale[bot],bot,380,1,0,366,14,"(365,Inf]",NA,"(365,Inf]","(1,30]"
14222,closed,UziTech,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14220,closed,krisUneon,volunter,rsese,employee,2,2,349,2,349,"(1,30]","(180,365]","(1,30]","(180,365]"
14219,closed,baosen,volunter,rsese,employee,1,2,350,1,350,"(0,1]","(180,365]","(0,1]","(180,365]"
14218,closed,jerrybing,volunter,jerrybing,volunter,0,2,351,0,351,NA,"(180,365]",NA,"(180,365]"
14216,closed,ozo2003,volunter,50Wliu,volunter,2,2,349,2,349,"(1,30]","(180,365]","(1,30]","(180,365]"
14215,closed,avi123456,volunter,rsese,employee,1,2,350,1,350,"(0,1]","(180,365]","(0,1]","(180,365]"
14214,closed,avi123456,volunter,rsese,employee,1,4,350,1,350,"(0,1]","(180,365]","(0,1]","(180,365]"
14213,closed,yanxiaobo,volunter,rsese,employee,1,2,350,1,350,"(0,1]","(180,365]","(0,1]","(180,365]"
14212,closed,AluminiumTech,volunter,rsese,employee,2,3,351,0,350,"(1,30]","(180,365]",NA,"(180,365]"
14211,closed,felipecrp,volunter,50Wliu,volunter,0,3,352,0,352,NA,"(180,365]",NA,"(180,365]"
14209,closed,ungb,volunter,maxbrunsfeld,employee,2,3,352,0,349,"(1,30]","(180,365]",NA,"(180,365]"
14208,closed,igorvolnyi,volunter,rsese,employee,0,4,352,0,352,NA,"(180,365]",NA,"(180,365]"
14207,closed,plexigras,volunter,rsese,employee,0,2,352,0,352,NA,"(180,365]",NA,"(180,365]"
14206,closed,ooJerryLeeoo,volunter,ooJerryLeeoo,volunter,3,17,352,0,349,"(1,30]","(180,365]",NA,"(180,365]"
14204,closed,thiagolucio,volunter,50Wliu,volunter,0,2,353,0,353,NA,"(180,365]",NA,"(180,365]"
14202,closed,ungb,volunter,nathansobo,employee,0,2,353,0,353,NA,"(180,365]",NA,"(180,365]"
14201,closed,ungb,volunter,as-cii,employee,276,6,276,0,0,"(180,365]","(180,365]",NA,NA
14200,closed,steelbrain,volunter,ungb,volunter,0,6,353,0,353,NA,"(180,365]",NA,"(180,365]"
14199,closed,aleclarson,volunter,lee-dohm,employee,0,7,262,0,262,NA,"(180,365]",NA,"(180,365]"
14198,closed,chrisdrackett,volunter,iolsen,employee,14,4,353,0,339,"(1,30]","(180,365]",NA,"(180,365]"
14197,closed,dnass,volunter,simurai,employee,133,6,351,0,218,"(30,180]","(180,365]",NA,"(180,365]"
14196,closed,xneomac,volunter,rsese,employee,0,4,353,0,353,NA,"(180,365]",NA,"(180,365]"
14195,closed,feketegy,volunter,feketegy,volunter,1,4,353,0,352,"(0,1]","(180,365]",NA,"(180,365]"
14193,closed,phyllisstein,volunter,as-cii,employee,0,4,354,0,353,NA,"(180,365]",NA,"(180,365]"
14192,closed,shanept,volunter,shanept,volunter,4,5,352,1,349,"(1,30]","(180,365]","(0,1]","(180,365]"
14191,closed,discentem,volunter,50Wliu,volunter,0,2,354,0,354,NA,"(180,365]",NA,"(180,365]"
14190,closed,50Wliu,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14189,closed,ungb,volunter,maxbrunsfeld,employee,118,6,352,0,233,"(30,180]","(180,365]",NA,"(180,365]"
14187,closed,piotaixr,volunter,piotaixr,volunter,0,3,354,0,354,NA,"(180,365]",NA,"(180,365]"
14186,closed,ungb,volunter,stale[bot],bot,379,2,365,0,14,"(365,Inf]","(180,365]",NA,"(1,30]"
14185,closed,50Wliu,volunter,50Wliu,volunter,0,2,354,0,354,NA,"(180,365]",NA,"(180,365]"
14184,closed,50Wliu,volunter,maxbrunsfeld,employee,0,2,354,0,354,NA,"(180,365]",NA,"(180,365]"
14182,closed,JonasT,volunter,50Wliu,volunter,0,6,354,0,354,NA,"(180,365]",NA,"(180,365]"
14181,closed,ghost,volunter,rsese,employee,0,3,342,0,342,NA,"(180,365]",NA,"(180,365]"
14180,closed,ghulamhussain,volunter,rsese,employee,0,2,354,0,354,NA,"(180,365]",NA,"(180,365]"
14179,closed,olegst90,volunter,rsese,employee,0,2,354,0,354,NA,"(180,365]",NA,"(180,365]"
14176,open,50Wliu,volunter,null,volunter,null,11,344,5,null,NA,"(180,365]","(1,30]",NA
14173,closed,50Wliu,volunter,maxbrunsfeld,employee,0,2,355,0,355,NA,"(180,365]",NA,"(180,365]"
14172,closed,mirosval,volunter,rsese,employee,15,6,353,2,340,"(1,30]","(180,365]","(1,30]","(180,365]"
14171,closed,kleindienst,volunter,lee-dohm,employee,0,3,354,0,354,NA,"(180,365]",NA,"(180,365]"
14170,closed,noe132,volunter,noe132,volunter,0,1,0,356,356,NA,NA,"(180,365]","(180,365]"
14169,closed,tailorsira,volunter,Ben3eeE,volunter,0,2,356,0,356,NA,"(180,365]",NA,"(180,365]"
14167,closed,tonycody,volunter,thomasjo,volunter,0,3,356,0,356,NA,"(180,365]",NA,"(180,365]"
14165,closed,50Wliu,volunter,50Wliu,volunter,63,2,291,63,291,"(30,180]","(180,365]","(30,180]","(180,365]"
14163,closed,damieng,volunter,damieng,volunter,119,11,354,0,234,"(30,180]","(180,365]",NA,"(180,365]"
14162,closed,chrisdrackett,volunter,lee-dohm,employee,111,15,354,0,242,"(30,180]","(180,365]",NA,"(180,365]"
14160,closed,VitaliyLi,volunter,50Wliu,volunter,0,2,356,0,356,NA,"(180,365]",NA,"(180,365]"
14159,closed,JerryGoyal,volunter,thomasjo,volunter,0,3,356,0,356,NA,"(180,365]",NA,"(180,365]"
14158,closed,tlystad24,volunter,rsese,employee,15,6,357,0,342,"(1,30]","(180,365]",NA,"(180,365]"
14157,closed,lordjbs,volunter,Arcanemagus,volunter,365,2,0,365,0,"(180,365]",NA,"(180,365]",NA
14156,closed,butirpadi,volunter,50Wliu,volunter,0,2,359,0,359,NA,"(180,365]",NA,"(180,365]"
14155,closed,matthewwithanm,volunter,nathansobo,employee,2,4,359,0,356,"(1,30]","(180,365]",NA,"(180,365]"
14154,closed,srseven,volunter,lee-dohm,employee,0,2,359,0,359,NA,"(180,365]",NA,"(180,365]"
14153,closed,srseven,volunter,50Wliu,volunter,0,4,359,0,359,NA,"(180,365]",NA,"(180,365]"
14152,closed,am3crt,volunter,50Wliu,volunter,0,3,359,0,359,NA,"(180,365]",NA,"(180,365]"
14151,closed,zz4fap,volunter,rsese,employee,0,9,358,0,357,NA,"(180,365]",NA,"(180,365]"
14150,closed,tinymins,volunter,damieng,volunter,3,8,359,0,356,"(1,30]","(180,365]",NA,"(180,365]"
14149,closed,usemodj,volunter,50Wliu,volunter,0,2,359,0,359,NA,"(180,365]",NA,"(180,365]"
14148,open,MoritzKn,volunter,null,volunter,null,6,1,163,null,NA,"(0,1]","(30,180]",NA
14147,open,dbachko,volunter,null,volunter,null,5,3,0,null,NA,"(1,30]",NA,NA
14145,closed,tsaiid,volunter,as-cii,employee,279,23,323,0,44,"(180,365]","(180,365]",NA,"(30,180]"
14144,closed,patmcd,volunter,thomasjo,volunter,1,5,360,0,360,"(0,1]","(180,365]",NA,"(180,365]"
14142,closed,CybersHere,volunter,rsese,employee,0,2,361,0,361,NA,"(180,365]",NA,"(180,365]"
14141,closed,5t33,volunter,Ben3eeE,volunter,0,2,361,0,361,NA,"(180,365]",NA,"(180,365]"
14140,open,dennorske,volunter,null,volunter,null,8,399,0,null,NA,"(365,Inf]",NA,NA
14139,closed,peteruithoven,volunter,ungb,volunter,116,10,359,0,243,"(30,180]","(180,365]",NA,"(180,365]"
14138,closed,50Wliu,volunter,stale[bot],bot,379,2,365,0,14,"(365,Inf]","(180,365]",NA,"(1,30]"
14133,open,ungb,volunter,null,volunter,null,5,365,0,null,NA,"(180,365]",NA,NA
14132,closed,wyujie,volunter,rsese,employee,0,2,362,0,362,NA,"(180,365]",NA,"(180,365]"
14130,closed,xjkdev,volunter,Ben3eeE,volunter,0,4,362,0,362,NA,"(180,365]",NA,"(180,365]"
14129,closed,kolbma,volunter,50Wliu,volunter,0,2,362,0,362,NA,"(180,365]",NA,"(180,365]"
14128,closed,brigand,volunter,rsese,employee,0,4,362,0,362,NA,"(180,365]",NA,"(180,365]"
14127,closed,Leva7,volunter,Leva7,volunter,141,10,360,0,219,"(30,180]","(180,365]",NA,"(180,365]"
14126,closed,jcpny1,volunter,50Wliu,volunter,0,3,363,0,363,NA,"(180,365]",NA,"(180,365]"
14124,open,50Wliu,volunter,null,volunter,null,1,0,365,null,NA,NA,"(180,365]",NA
14123,closed,jasghoy,volunter,50Wliu,volunter,0,1,0,363,363,NA,NA,"(180,365]","(180,365]"
14122,closed,kevinhylant,volunter,50Wliu,volunter,0,2,363,0,363,NA,"(180,365]",NA,"(180,365]"
14121,closed,noahholley,volunter,damieng,volunter,0,4,363,0,363,NA,"(180,365]",NA,"(180,365]"
14120,closed,kaustubhhiware,volunter,50Wliu,volunter,0,4,363,0,363,NA,"(180,365]",NA,"(180,365]"
14118,closed,USI-Carbol,volunter,50Wliu,volunter,0,2,363,0,363,NA,"(180,365]",NA,"(180,365]"
14115,closed,MCSophie,volunter,stale[bot],bot,380,2,366,0,14,"(365,Inf]","(365,Inf]",NA,"(1,30]"
14114,closed,neildocs,volunter,stale[bot],bot,381,6,366,0,14,"(365,Inf]","(365,Inf]",NA,"(1,30]"
14113,open,queued37,volunter,null,volunter,null,3,1,0,null,NA,"(0,1]",NA,NA
14112,open,AnthonyWC,volunter,null,volunter,null,9,136,1,null,NA,"(30,180]","(0,1]",NA
14111,closed,nakulbende,volunter,rsese,employee,132,5,361,2,231,"(30,180]","(180,365]","(1,30]","(180,365]"
14110,closed,MoritzKn,volunter,50Wliu,volunter,1,3,365,0,364,"(0,1]","(180,365]",NA,"(180,365]"
14109,closed,cs150bf,volunter,50Wliu,volunter,2,4,366,0,363,"(1,30]","(365,Inf]",NA,"(180,365]"
14106,closed,AmauryCarrade,volunter,50Wliu,volunter,0,3,366,0,366,NA,"(365,Inf]",NA,"(365,Inf]"
14105,closed,Sorunome,volunter,rsese,employee,0,2,366,0,366,NA,"(365,Inf]",NA,"(365,Inf]"
14102,closed,kierans,volunter,damieng,volunter,2,1,0,367,365,"(1,30]",NA,"(365,Inf]","(180,365]"
14101,open,dfindley,volunter,null,volunter,null,17,332,0,null,NA,"(180,365]",NA,NA
14100,closed,wkk-knight,volunter,rsese,employee,0,2,367,0,367,NA,"(365,Inf]",NA,"(365,Inf]"
14099,closed,Mizzlr,volunter,rsese,employee,0,2,367,0,367,NA,"(365,Inf]",NA,"(365,Inf]"
14098,closed,lishoujun,volunter,rsese,employee,0,2,367,0,367,NA,"(365,Inf]",NA,"(365,Inf]"
14097,closed,rajinder-yadav,volunter,rsese,employee,0,2,367,0,367,NA,"(365,Inf]",NA,"(365,Inf]"
14095,closed,alppike,volunter,thomasjo,volunter,0,2,368,0,368,NA,"(365,Inf]",NA,"(365,Inf]"
14094,closed,MOIS3S,volunter,rsese,employee,35,3,367,0,332,"(30,180]","(365,Inf]",NA,"(180,365]"
14092,closed,juschu,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14091,closed,gustavohmsilva,volunter,rsese,employee,0,2,367,0,367,NA,"(365,Inf]",NA,"(365,Inf]"
14090,closed,juschu,volunter,stale[bot],bot,379,1,0,365,14,"(365,Inf]",NA,"(180,365]","(1,30]"
14089,closed,diesire,volunter,stale[bot],bot,387,6,372,1,14,"(365,Inf]","(365,Inf]","(0,1]","(1,30]"
