id, state, user_opened, employee_open, user_closed, employee_closed, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
12691,closed,rakesh-agrawal,volunter,sofianguy,volunter,0,2,0,0,0
12690,closed,ClaudiaStefan,volunter,ClaudiaStefan,volunter,0,3,0,0,0
12689,open,jerryyan1990,volunter,codebytere,employee,null,6,25,0,null
12688,closed,fadookie,volunter,MarshallOfSound,volunter,0,4,2,0,2
12687,open,lingmumu,volunter,null,volunter,null,1,0,0,null
12685,open,timfish,volunter,null,volunter,null,0,null,null,null
12681,open,zpzxgcr,volunter,null,volunter,null,4,14,0,null
12680,open,mattdesl,volunter,null,volunter,null,1,0,0,null
9707,closed,BobOntario,volunter,sofianguy,volunter,223,3,200,23,0
9705,open,leshow,volunter,null,volunter,null,14,342,1,null
9702,closed,crylg,volunter,sofianguy,volunter,223,1,0,223,0
9701,closed,Lordkodo,volunter,sofianguy,volunter,228,4,182,46,0
9699,closed,lyric-index,volunter,enlight,volunter,0,2,0,0,0
9698,closed,isNeilLin,volunter,codebytere,employee,235,2,49,235,49
9697,open,j-f1,volunter,null,volunter,null,2,19,0,null
9696,closed,bpasero,volunter,kevinsawicki,employee,5,4,3,1,0
9693,open,jrieken,volunter,null,volunter,null,4,20,315,null
9692,closed,RamanKharchee,volunter,enlight,volunter,0,2,0,0,0
9691,closed,KochiyaOcean,volunter,MarshallOfSound,volunter,135,3,134,0,0
9690,closed,Zyles,volunter,enlight,volunter,0,1,0,0,0
9689,open,rensiu,volunter,null,volunter,null,0,null,null,null
9688,closed,juturu,volunter,MarshallOfSound,volunter,135,2,135,0,0
9685,closed,Zyles,volunter,MarshallOfSound,volunter,0,2,61,0,61
9684,open,ProPuke,volunter,null,volunter,null,4,138,1,null
9683,open,juturu,volunter,null,volunter,null,1,0,303,null
9681,closed,Photon89,volunter,sofianguy,volunter,225,3,218,7,0
9680,open,TimNZ,volunter,null,volunter,null,0,null,null,null
9679,closed,setpixel,volunter,jkleinsc,employee,127,10,127,0,0
9678,open,kevinsawicki,employee,null,volunter,null,0,null,null,null
9677,closed,Nykkolas,volunter,kevinsawicki,employee,0,1,0,0,0
9676,closed,NahroTo,volunter,sofianguy,volunter,226,1,0,226,0
9675,open,magne4000,volunter,null,volunter,null,5,344,0,null
9673,closed,grigorryev,volunter,sofianguy,volunter,226,6,145,80,0
9672,closed,caishengmao,volunter,enlight,volunter,0,1,0,0,0
9671,open,bpasero,volunter,null,volunter,null,8,341,0,null
9670,closed,Jop-V,volunter,enlight,volunter,0,2,1,0,1
9669,closed,LukePulverenti,volunter,codebytere,employee,347,2,7,339,0
9668,closed,pwnsdx,volunter,kevinsawicki,employee,1,4,0,1,0
9666,closed,fisherwise,volunter,enlight,volunter,65,1,0,65,0
9665,closed,alexbrazier,volunter,zeke,employee,127,2,0,1,125
9664,open,MaharishiCanada,volunter,null,volunter,null,0,null,null,null
9663,open,pfrazee,volunter,null,volunter,null,6,192,0,null
9662,open,DirectorX,volunter,null,volunter,null,2,149,146,null
9661,closed,bilelmoussaoui,volunter,bilelmoussaoui,volunter,2,1,0,2,0
9660,open,jhen0409,volunter,null,volunter,null,0,null,null,null
9659,closed,askie,volunter,kevinsawicki,employee,2,1,0,2,0
9658,open,fyhao,volunter,null,volunter,null,0,null,null,null
9656,closed,sancarn,volunter,MarshallOfSound,volunter,0,5,0,0,0
9655,closed,drewmacneil,volunter,MarshallOfSound,volunter,0,1,0,0,0
9654,closed,mrfunkycold,volunter,MarshallOfSound,volunter,0,3,0,0,0
9653,closed,antelle,volunter,codebytere,employee,241,3,232,9,0
9652,closed,sancarn,volunter,sofianguy,volunter,183,2,0,183,0
9651,closed,KarenHuang2016,volunter,kevinsawicki,employee,4,6,1,3,0
9650,closed,zh99998,volunter,kevinsawicki,employee,3,3,3,0,0
9649,open,lneir,volunter,null,volunter,null,6,191,11,null
9647,closed,lukeapage,volunter,lukeapage,volunter,0,4,0,0,0
9646,closed,fasterthanlime,volunter,fasterthanlime,volunter,161,3,161,0,0
9643,closed,psh0628,volunter,sofianguy,volunter,316,2,8,307,0
9642,open,stewartlord,volunter,null,volunter,null,2,156,5,null
9641,closed,gielcobben,volunter,gielcobben,volunter,0,9,0,0,0
9639,closed,lbonillaii,volunter,lbonillaii,volunter,0,0,null,null,null
9638,open,felixrieseberg,volunter,null,volunter,null,0,null,null,null
9637,closed,tdhawan,volunter,codebytere,employee,351,2,9,342,0
9635,closed,pfrazee,volunter,deepak1556,volunter,22,2,0,22,0
9633,open,rreimann,volunter,null,volunter,null,0,null,null,null
9632,open,oneandonlyone,volunter,null,volunter,null,2,71,265,null
9631,closed,souravm84,volunter,enlight,volunter,0,2,56,0,56
9629,closed,tregismoreira,volunter,MarshallOfSound,volunter,0,1,0,0,0
9628,open,mrfunkycold,volunter,null,volunter,null,4,0,7,null
9626,open,mrfunkycold,volunter,null,volunter,null,18,328,0,null
9625,closed,mrfunkycold,volunter,MarshallOfSound,volunter,8,0,null,null,null
9624,closed,steric85,volunter,zeke,employee,0,4,1,0,1
9622,open,lesleyandrez,volunter,null,volunter,null,0,null,null,null
9621,open,t3chguy,volunter,null,volunter,null,0,null,null,null
9620,closed,JohannBlake,volunter,MarshallOfSound,volunter,0,2,0,0,0
9619,open,bnadimpalli,volunter,null,volunter,null,2,95,10,null
9618,open,etiennepinchon,volunter,null,volunter,null,0,null,null,null
9616,closed,SalahAdDin,volunter,enlight,volunter,61,2,58,2,0
9614,closed,shiftkey,employee,shiftkey,employee,1,4,1,0,0
9613,closed,pixtron,volunter,codebytere,employee,321,7,320,0,0
9612,open,WolfWalter,volunter,WolfWalter,volunter,null,4,221,103,null
9611,closed,juturu,volunter,kevinsawicki,employee,30,16,3,0,27
9609,closed,lord-saumagen,volunter,lord-saumagen,volunter,1,3,1,0,0
9608,open,levrik,volunter,null,volunter,null,1,0,87,null
9607,closed,zo-tahiana,volunter,zo-tahiana,volunter,0,2,0,0,0
9606,closed,dengyaolong,volunter,MarshallOfSound,volunter,0,1,0,0,0
9605,open,darky,volunter,null,volunter,null,0,null,null,null
9604,open,maikelmclauflin,volunter,null,volunter,null,4,4,3,null
9601,closed,winamp,volunter,deepak1556,volunter,27,1,0,27,0
9600,closed,djpereira,volunter,codebytere,employee,323,10,323,0,0
9598,closed,hackjutsu,volunter,hackjutsu,volunter,3,2,3,0,0
9595,closed,Pseudomizer,volunter,kevinsawicki,employee,0,19,355,0,355
9594,closed,cumajkeee,volunter,cumajkeee,volunter,4,1,0,4,0
9593,open,JanBN,volunter,null,volunter,null,4,208,20,null
9587,closed,kevinsawicki,employee,kevinsawicki,employee,0,1,0,0,0
9585,closed,cian-w,volunter,MarshallOfSound,volunter,0,1,0,0,0
9584,closed,javan,volunter,kevinsawicki,employee,0,3,0,0,0
9583,closed,shiftkey,employee,shiftkey,employee,101,5,252,5,156
9581,open,majames,volunter,zcbenz,employee,null,3,183,54,null
9578,closed,poiru,volunter,kevinsawicki,employee,1,1,0,0,1
9577,open,andrewfan,volunter,null,volunter,null,5,0,7,null
9576,closed,p3x-robot,volunter,MarshallOfSound,volunter,112,1,0,112,0
9575,closed,Herobone,volunter,kevinsawicki,employee,6,2,6,0,0
9574,closed,GeorgeBgk,volunter,sofianguy,volunter,238,2,197,41,0
9573,closed,jamesja64,volunter,MarshallOfSound,volunter,0,2,0,0,0
9569,closed,brunomilhan,volunter,codebytere,employee,126,3,109,16,0
9567,open,stickywes,volunter,null,volunter,null,9,250,0,null
9566,closed,arnel,volunter,arnel,volunter,4,3,0,68,63
9563,closed,sindresorhus,volunter,codebytere,employee,327,5,327,0,0
9562,closed,Sailor20,volunter,enlight,volunter,0,4,178,0,178
9561,closed,sindresorhus,volunter,MarshallOfSound,volunter,331,9,306,21,4
9560,closed,JenningsWu,volunter,MarshallOfSound,volunter,150,1,0,150,0
9559,open,juturu,volunter,null,volunter,null,0,null,null,null
9558,closed,pfrazee,volunter,kevinsawicki,employee,0,2,0,0,0
9556,closed,kevinsawicki,employee,kevinsawicki,employee,3,0,null,null,null
9555,closed,lynaghk,volunter,deepak1556,volunter,30,2,0,30,0
9553,closed,javan,volunter,kevinsawicki,employee,0,0,null,null,null
9552,closed,brianfajardo,volunter,kevinsawicki,employee,23,5,190,0,167
9550,open,black-snow,volunter,null,volunter,null,1,0,84,null
9549,closed,arunattupurath,volunter,kevinsawicki,employee,8,2,7,0,0
9548,closed,KarenHuang2016,volunter,kevinsawicki,employee,0,10,2,0,1
9546,closed,ydcoming,volunter,MarshallOfSound,volunter,0,1,0,0,0
9545,closed,NeekSandhu,volunter,NeekSandhu,volunter,0,1,0,0,0
9543,closed,HurricanKai,volunter,enlight,volunter,74,6,73,0,0
9542,closed,cberescu,volunter,codebytere,employee,128,4,128,0,0
9541,closed,JasonyenChang,volunter,codebytere,employee,252,20,252,0,0
9539,closed,romaincointepas,volunter,romaincointepas,volunter,11,2,1,10,0
9538,closed,kwonoj,volunter,zcbenz,employee,71,3,45,14,11
9537,open,AtixD,volunter,null,volunter,null,3,0,146,null
9534,open,LukasBombach,volunter,null,volunter,null,8,358,2,null
9533,closed,AshDevFr,volunter,codebytere,employee,130,5,126,4,0
9532,closed,d9k,volunter,d9k,volunter,3,3,0,2,0
9531,closed,Thomas101,volunter,deepak1556,volunter,0,2,0,0,0
9530,open,gch1p,volunter,null,volunter,null,1,0,0,null
9529,open,TimNZ,volunter,null,volunter,null,0,null,null,null
9528,closed,miniak,volunter,kevinsawicki,employee,18,1,0,0,18
9526,open,surajreddy,volunter,null,volunter,null,0,null,null,null
9525,open,surajreddy,volunter,null,volunter,null,0,null,null,null
9524,closed,surajreddy,volunter,enlight,volunter,0,1,0,0,0
9523,closed,snene,volunter,kevinsawicki,employee,12,1,0,12,0
9522,closed,Zhairgling,volunter,enlight,volunter,72,7,72,0,0
9521,closed,WeeJeWel,volunter,WeeJeWel,volunter,0,2,0,0,0
